Data Set 1: Time (s),Data Set 1: Force G (N),Data Set 1: Force Y (N),Data Set 2: Time (s),Data Set 2: Force G (N),Data Set 2: Force Y (N),Data Set 3: Time (s),Data Set 3: Force G (N),Data Set 3: Force Y (N),Data Set 4: Time (s),Data Set 4: Force G (N),Data Set 4: Force Y (N),Data Set 5: Time (s),Data Set 5: Force G (N),Data Set 5: Force Y (N),Data Set 6: Time (s),Data Set 6: Force G (N),Data Set 6: Force Y (N),Data Set 7: Time (s),Data Set 7: Force G (N),Data Set 7: Force Y (N),Data Set 8: Time (s),Data Set 8: Force G (N),Data Set 8: Force Y (N),Data Set 9: Time (s),Data Set 9: Force G (N),Data Set 9: Force Y (N),Data Set 10: Time (s),Data Set 10: Force G (N),Data Set 10: Force Y (N),Data Set 11: Time (s),Data Set 11: Force G (N),Data Set 11: Force Y (N),Data Set 12: Time (s),Data Set 12: Force G (N),Data Set 12: Force Y (N),Data Set 13: Time (s),Data Set 13: Force G (N),Data Set 13: Force Y (N),Data Set 14: Time (s),Data Set 14: Force G (N),Data Set 14: Force Y (N),Data Set 15: Time (s),Data Set 15: Force G (N),Data Set 15: Force Y (N),Data Set 16: Time (s),Data Set 16: Force G (N),Data Set 16: Force Y (N),Data Set 17: Time (s),Data Set 17: Force G (N),Data Set 17: Force Y (N),Data Set 18: Time (s),Data Set 18: Force G (N),Data Set 18: Force Y (N),Data Set 19: Time (s),Data Set 19: Force G (N),Data Set 19: Force Y (N),Data Set 20: Time (s),Data Set 20: Force G (N),Data Set 20: Force Y (N)
4.280000,0.008308,-0.015221,4.280000,0.022850,-0.021744,4.280000,0.008316,-0.010872,4.280000,-0.278404,0.084824,4.280000,-0.002075,-0.017395,4.280000,0.004150,0.013046,4.280000,0.010391,-0.013046,4.280000,0.014549,0.002174,4.280000,0.004158,0.002174,4.280000,0.012466,0.002174,4.280000,0.000000,0.008698,4.280000,0.006233,0.006523,4.280000,0.006233,0.004349,4.280000,0.014542,0.000000,4.280000,0.010391,-0.004349,4.280000,-0.002075,-0.013054,4.280000,-0.014542,-0.008698,4.280000,0.008316,-0.013054,4.280000,0.010391,0.019577,4.280000,0.020782,0.006523
4.300000,0.014542,-0.015221,4.300000,0.016617,-0.023926,4.300000,0.006233,-0.010872,4.300000,-0.108040,0.023926,4.300000,-0.002075,-0.017395,4.300000,0.004150,0.010872,4.300000,0.014549,-0.021744,4.300000,0.014549,0.004349,4.300000,0.008308,-0.013046,4.300000,0.000000,-0.004349,4.300000,0.012466,0.004349,4.300000,0.006233,0.004349,4.300000,0.002075,0.008698,4.300000,0.010384,-0.002174,4.300000,0.012466,-0.008698,4.300000,-0.004150,-0.013054,4.300000,-0.002075,-0.013054,4.300000,0.002083,-0.006523,4.300000,-0.022850,0.013054,4.300000,0.029091,0.008698
4.320000,0.006226,-0.017395,4.320000,0.020775,-0.026100,4.320000,0.000000,-0.017395,4.320000,-0.049866,0.004349,4.320000,0.002075,-0.013046,4.320000,0.002075,0.008698,4.320000,0.008316,-0.013046,4.320000,0.014549,0.002174,4.320000,0.010391,0.006531,4.320000,0.008308,-0.004349,4.320000,0.010384,0.002174,4.320000,0.006233,0.006523,4.320000,0.008308,0.004349,4.320000,0.008308,0.000000,4.320000,0.008316,-0.013054,4.320000,0.002083,-0.008698,4.320000,0.002083,-0.008698,4.320000,0.010391,-0.002174,4.320000,-0.020775,0.010872,4.320000,0.006233,0.002174
4.340000,0.010384,-0.017395,4.340000,0.020775,-0.023926,4.340000,0.000000,-0.010872,4.340000,-0.016617,0.000000,4.340000,-0.004158,-0.006523,4.340000,0.006233,0.006523,4.340000,0.004158,-0.008698,4.340000,0.018700,0.002174,4.340000,0.016624,0.004349,4.340000,0.002075,-0.002174,4.340000,0.002075,-0.006523,4.340000,0.006233,0.004349,4.340000,0.008308,0.004349,4.340000,0.004150,0.000000,4.340000,0.018700,0.000000,4.340000,0.002083,-0.008698,4.340000,0.004158,-0.019577,4.340000,0.004158,-0.010880,4.340000,-0.010384,0.000000,4.340000,0.014549,0.010872
4.360000,0.004150,-0.013046,4.360000,0.020775,-0.026100,4.360000,-0.002075,-0.013046,4.360000,-0.012466,-0.002174,4.360000,-0.006233,-0.002174,4.360000,-0.002083,0.008698,4.360000,0.004158,-0.010872,4.360000,0.016624,-0.004349,4.360000,0.010391,-0.002174,4.360000,0.012466,-0.002174,4.360000,0.006233,0.010880,4.360000,0.006233,0.000000,4.360000,0.000000,0.010880,4.360000,0.008308,-0.002174,4.360000,0.016624,0.019577,4.360000,0.000000,-0.010880,4.360000,0.000000,-0.028275,4.360000,0.016624,-0.006523,4.360000,-0.004150,0.002174,4.360000,0.006233,0.008698
4.380000,0.006226,-0.017395,4.380000,0.027008,-0.032623,4.380000,0.004158,-0.010872,4.380000,-0.006233,-0.006523,4.380000,0.002075,-0.004349,4.380000,0.002075,0.006523,4.380000,0.000000,-0.006523,4.380000,0.014549,-0.004349,4.380000,0.010391,0.000000,4.380000,0.012466,0.000000,4.380000,0.004150,0.002174,4.380000,0.006233,0.002174,4.380000,0.008308,0.002174,4.380000,0.016617,0.006523,4.380000,0.020782,0.028275,4.380000,-0.004150,-0.008698,4.380000,-0.006233,-0.034798,4.380000,0.010391,0.004349,4.380000,0.006233,0.000000,4.380000,0.006233,0.006523
4.400000,0.006226,-0.010872,4.400000,0.024925,-0.023926,4.400000,0.004158,-0.008698,4.400000,0.000000,-0.006523,4.400000,-0.004158,-0.008698,4.400000,0.002075,0.002174,4.400000,0.004158,-0.013046,4.400000,0.014549,0.000000,4.400000,0.002075,0.004349,4.400000,0.012466,-0.013046,4.400000,0.004150,-0.004349,4.400000,0.008308,0.000000,4.400000,0.002075,0.002174,4.400000,0.016617,0.006523,4.400000,0.031166,0.021751,4.400000,0.004158,-0.008698,4.400000,0.002083,-0.034798,4.400000,0.008316,0.000000,4.400000,0.006233,0.010872,4.400000,-0.002075,0.008698
4.420000,0.012459,-0.010872,4.420000,0.029083,-0.026100,4.420000,0.004158,-0.010872,4.420000,-0.008308,-0.002174,4.420000,0.002075,-0.017395,4.420000,0.004150,0.008698,4.420000,0.008316,-0.013046,4.420000,0.008316,0.002174,4.420000,0.006233,0.002174,4.420000,0.012466,0.002174,4.420000,0.000000,0.000000,4.420000,0.008308,0.004349,4.420000,0.006233,0.006523,4.420000,0.010384,-0.002174,4.420000,0.031166,0.019577,4.420000,-0.006233,-0.008698,4.420000,0.004158,-0.030449,4.420000,0.012466,0.000000,4.420000,0.004158,0.015228,4.420000,0.004158,0.006523
4.440000,0.002075,-0.008698,4.440000,0.022850,-0.026100,4.440000,-0.004150,-0.019577,4.440000,-0.012466,-0.008698,4.440000,-0.004158,-0.013046,4.440000,0.008308,0.010872,4.440000,0.006233,-0.013046,4.440000,0.012466,-0.002174,4.440000,0.012466,0.002174,4.440000,0.012466,0.002174,4.440000,0.006233,-0.002174,4.440000,0.006233,0.004349,4.440000,0.012466,0.004349,4.440000,0.010384,0.000000,4.440000,0.033249,0.023926,4.440000,0.000000,-0.015228,4.440000,0.014549,-0.023926,4.440000,0.004158,-0.004349,4.440000,0.000000,0.004349,4.440000,-0.004150,0.010872
4.460000,0.012459,-0.015221,4.460000,0.018692,-0.021744,4.460000,0.000000,-0.013046,4.460000,-0.002075,-0.004349,4.460000,0.006233,-0.013046,4.460000,0.002075,0.010872,4.460000,0.012466,-0.013046,4.460000,0.016624,-0.002174,4.460000,0.006233,-0.004349,4.460000,0.012466,0.002174,4.460000,0.000000,0.004349,4.460000,0.008308,0.006523,4.460000,0.010384,0.006523,4.460000,0.010384,0.004349,4.460000,0.031166,0.036972,4.460000,-0.006233,-0.017403,4.460000,0.020782,-0.017403,4.460000,0.006233,-0.006523,4.460000,-0.002075,0.004349,4.460000,-0.002075,0.006523
4.480000,0.010384,-0.017395,4.480000,0.020775,-0.017395,4.480000,0.004158,-0.010872,4.480000,-0.002075,-0.008698,4.480000,0.000000,-0.006523,4.480000,0.004150,0.013046,4.480000,0.006233,-0.019569,4.480000,0.020782,-0.004349,4.480000,0.016624,-0.004349,4.480000,0.010384,0.004349,4.480000,0.002075,0.008698,4.480000,0.004150,-0.006523,4.480000,0.008308,0.004349,4.480000,0.010384,0.008698,4.480000,0.022858,0.030449,4.480000,0.000000,-0.017403,4.480000,0.027016,-0.010880,4.480000,-0.008308,-0.008698,4.480000,0.006233,0.004349,4.480000,0.002083,0.008698
4.500000,0.008308,-0.013046,4.500000,0.024925,-0.017395,4.500000,0.004158,-0.008698,4.500000,-0.006233,-0.006523,4.500000,-0.002075,-0.010872,4.500000,0.004150,0.008698,4.500000,0.006233,-0.015221,4.500000,0.022858,0.002174,4.500000,0.010391,-0.002174,4.500000,0.002075,0.002174,4.500000,0.000000,0.002174,4.500000,0.002075,0.000000,4.500000,0.010384,0.004349,4.500000,0.008308,0.000000,4.500000,0.004158,0.030449,4.500000,0.004158,-0.015228,4.500000,0.035324,-0.013054,4.500000,-0.010384,-0.015228,4.500000,0.006233,0.000000,4.500000,-0.004150,0.026093
4.520000,0.012459,-0.006523,4.520000,0.020775,-0.021744,4.520000,0.000000,-0.006523,4.520000,-0.002075,-0.004349,4.520000,0.000000,-0.004349,4.520000,0.002075,0.008698,4.520000,0.000000,-0.008698,4.520000,0.020782,0.000000,4.520000,0.008308,0.002174,4.520000,0.010384,0.000000,4.520000,0.012466,0.000000,4.520000,0.002075,-0.002174,4.520000,0.010384,0.000000,4.520000,0.010384,0.000000,4.520000,-0.012459,0.034798,4.520000,-0.008308,-0.015228,4.520000,0.029091,-0.017403,4.520000,0.006233,-0.004349,4.520000,0.024933,0.004349,4.520000,0.000000,0.015221
4.540000,0.008308,-0.015221,4.540000,0.027008,-0.019569,4.540000,0.002083,-0.002174,4.540000,-0.002075,-0.002174,4.540000,-0.002075,-0.013046,4.540000,0.006233,0.008698,4.540000,0.008316,-0.017395,4.540000,0.020782,0.000000,4.540000,0.010391,0.002174,4.540000,0.006233,0.002174,4.540000,0.010384,0.004349,4.540000,0.004150,0.008698,4.540000,0.012466,0.010880,4.540000,0.012466,0.002174,4.540000,-0.014542,0.032623,4.540000,0.002083,-0.015228,4.540000,0.024933,-0.017403,4.540000,0.006233,-0.010880,4.540000,0.049866,0.008698,4.540000,0.002083,0.041321
4.560000,0.004150,-0.017395,4.560000,0.020775,-0.015221,4.560000,-0.002075,-0.004349,4.560000,-0.002075,-0.006523,4.560000,0.000000,-0.015221,4.560000,0.004150,0.006523,4.560000,0.004158,-0.008698,4.560000,0.014549,0.004349,4.560000,0.010391,0.002174,4.560000,0.004150,0.006523,4.560000,0.008308,-0.002174,4.560000,0.008308,0.002174,4.560000,0.002075,-0.002174,4.560000,0.012466,0.006523,4.560000,-0.004150,0.036972,4.560000,-0.004150,-0.017403,4.560000,0.020782,-0.010880,4.560000,0.010391,-0.010880,4.560000,0.064407,0.004349,4.560000,0.008316,0.034798
4.580000,0.004150,-0.013046,4.580000,0.029083,-0.021744,4.580000,-0.004150,-0.006523,4.580000,0.002075,-0.008698,4.580000,0.000000,-0.008698,4.580000,0.006233,0.010872,4.580000,0.006233,-0.008698,4.580000,0.020782,0.006523,4.580000,0.010391,-0.002174,4.580000,0.004150,-0.006523,4.580000,0.004150,0.004349,4.580000,0.012466,-0.004349,4.580000,0.004150,0.004349,4.580000,0.014542,0.010880,4.580000,0.024933,0.030449,4.580000,-0.002075,-0.019577,4.580000,0.016624,-0.002174,4.580000,0.012466,-0.015228,4.580000,0.045715,-0.008698,4.580000,0.008316,-0.006531
4.600000,0.008308,-0.017395,4.600000,0.035316,-0.013046,4.600000,0.000000,-0.006523,4.600000,0.000000,-0.010872,4.600000,-0.002075,-0.002174,4.600000,0.004150,0.008698,4.600000,0.006233,-0.010872,4.600000,0.016624,0.004349,4.600000,0.010391,-0.002174,4.600000,0.008308,0.006523,4.600000,0.008308,0.000000,4.600000,0.008308,0.004349,4.600000,0.002075,0.006523,4.600000,0.012466,0.000000,4.600000,0.035324,0.023926,4.600000,0.002083,-0.013054,4.600000,0.016624,-0.017403,4.600000,0.020782,-0.017403,4.600000,0.024933,-0.008698,4.600000,-0.108032,-0.036980
4.620000,0.012459,-0.008698,4.620000,0.020775,-0.019569,4.620000,0.004158,-0.006523,4.620000,0.008308,-0.015221,4.620000,0.004158,-0.010872,4.620000,0.014542,0.006523,4.620000,0.006233,-0.021744,4.620000,0.022858,-0.002174,4.620000,0.012466,0.000000,4.620000,0.006233,-0.002174,4.620000,0.006233,-0.004349,4.620000,0.010384,0.002174,4.620000,0.010384,0.000000,4.620000,0.006233,0.004349,4.620000,0.037399,0.017403,4.620000,0.000000,-0.015228,4.620000,0.022858,-0.006523,4.620000,0.022858,-0.010880,4.620000,0.031166,0.015228,4.620000,-0.024925,-0.043503
4.640000,0.012459,-0.013046,4.640000,0.024925,-0.017395,4.640000,0.004158,-0.010872,4.640000,0.000000,-0.013046,4.640000,0.004158,-0.013046,4.640000,0.006233,0.008698,4.640000,0.014549,-0.015221,4.640000,0.018700,0.000000,4.640000,0.012466,0.002174,4.640000,0.008308,-0.006523,4.640000,0.002075,0.000000,4.640000,0.008308,0.010880,4.640000,0.006233,0.000000,4.640000,0.014542,0.004349,4.640000,0.027016,0.019577,4.640000,-0.006233,-0.013054,4.640000,0.012466,-0.008698,4.640000,0.016624,-0.017403,4.640000,-0.101799,0.013054,4.640000,-0.016617,-0.047852
4.660000,0.016617,-0.008698,4.660000,0.016617,-0.017395,4.660000,0.004158,-0.008698,4.660000,-0.004158,-0.015221,4.660000,-0.004158,-0.015221,4.660000,0.008308,0.010872,4.660000,0.006233,-0.010872,4.660000,0.016624,-0.006523,4.660000,0.012466,-0.002174,4.660000,0.006233,0.004349,4.660000,0.002075,-0.002174,4.660000,0.012466,-0.006523,4.660000,0.006233,0.000000,4.660000,0.012466,0.004349,4.660000,0.024933,0.013046,4.660000,-0.004150,-0.010880,4.660000,-0.112190,-0.002174,4.660000,-0.002075,-0.013054,4.660000,-0.078949,0.017403,4.660000,0.002083,-0.060905
4.680000,0.008308,-0.015221,4.680000,0.020775,-0.021744,4.680000,0.004158,-0.008698,4.680000,-0.004158,-0.017395,4.680000,-0.002075,-0.008698,4.680000,-0.002083,0.008698,4.680000,0.006233,-0.010872,4.680000,0.018700,0.000000,4.680000,0.010391,0.004349,4.680000,0.010384,0.000000,4.680000,0.002075,0.008698,4.680000,0.016617,0.000000,4.680000,0.004150,0.000000,4.680000,0.010384,-0.002174,4.680000,0.014549,0.023926,4.680000,0.000000,-0.013054,4.680000,-0.027008,-0.004349,4.680000,0.002083,-0.019577,4.680000,-0.006233,0.021751,4.680000,0.002083,-0.032631
4.700000,0.010384,-0.019569,4.700000,0.027008,-0.019569,4.700000,0.002083,-0.008698,4.700000,0.006233,-0.008698,4.700000,0.000000,-0.010872,4.700000,0.002075,0.015221,4.700000,0.004158,-0.013046,4.700000,0.010391,0.000000,4.700000,0.010391,0.002174,4.700000,0.010384,0.002174,4.700000,0.002075,-0.006523,4.700000,0.012466,-0.006523,4.700000,0.012466,0.006523,4.700000,0.008308,0.006523,4.700000,0.008316,0.019577,4.700000,0.000000,-0.004349,4.700000,-0.010384,-0.008698,4.700000,0.000000,-0.017403,4.700000,-0.002075,0.017403,4.700000,-0.006233,-0.023926
4.720000,0.010384,-0.008698,4.720000,0.029083,-0.013046,4.720000,0.002083,-0.010872,4.720000,0.000000,-0.021751,4.720000,0.000000,-0.008698,4.720000,0.008308,0.010872,4.720000,0.004158,-0.015221,4.720000,0.016624,0.002174,4.720000,0.012466,0.004349,4.720000,0.012466,-0.002174,4.720000,-0.002083,0.006523,4.720000,0.006233,-0.004349,4.720000,0.004150,0.008698,4.720000,0.006233,0.002174,4.720000,0.008316,0.015221,4.720000,-0.002075,-0.010880,4.720000,-0.004150,-0.008698,4.720000,0.000000,-0.019577,4.720000,0.000000,0.004349,4.720000,-0.004150,-0.013054
4.740000,-0.002083,-0.013046,4.740000,0.010384,-0.017395,4.740000,0.006233,-0.006523,4.740000,-0.004158,-0.010872,4.740000,0.004158,-0.004349,4.740000,0.000000,0.013046,4.740000,0.006233,-0.006523,4.740000,0.022858,-0.013046,4.740000,0.016624,-0.002174,4.740000,0.014542,0.000000,4.740000,0.006233,-0.002174,4.740000,0.016617,0.004349,4.740000,0.002075,0.008698,4.740000,0.004150,0.000000,4.740000,0.006233,0.010872,4.740000,-0.002075,-0.013054,4.740000,-0.008308,-0.008698,4.740000,-0.004150,-0.008698,4.740000,0.004158,0.006523,4.740000,0.006233,-0.010880
4.760000,0.010384,-0.010872,4.760000,0.045708,-0.023926,4.760000,0.004158,-0.006523,4.760000,0.000000,-0.006523,4.760000,0.002075,-0.013046,4.760000,0.010384,0.013046,4.760000,0.006233,-0.008698,4.760000,0.020782,0.000000,4.760000,0.012466,-0.008698,4.760000,0.010384,0.000000,4.760000,0.006233,-0.002174,4.760000,0.006233,0.006523,4.760000,0.004150,-0.002174,4.760000,0.012466,-0.002174,4.760000,-0.014542,0.010872,4.760000,-0.002075,-0.010880,4.760000,0.000000,-0.023926,4.760000,0.012466,-0.010880,4.760000,0.006233,0.006523,4.760000,-0.002075,0.002174
4.780000,0.010384,-0.015221,4.780000,0.093491,-0.023926,4.780000,0.004158,-0.015221,4.780000,-0.008308,-0.006523,4.780000,-0.002075,-0.006523,4.780000,0.006233,0.006523,4.780000,0.006233,-0.010872,4.780000,0.016624,0.002174,4.780000,0.010391,-0.010872,4.780000,0.008308,0.000000,4.780000,0.002075,-0.004349,4.780000,0.010384,0.002174,4.780000,0.012466,0.004349,4.780000,0.010384,0.004349,4.780000,-0.016617,0.015221,4.780000,-0.004150,-0.008698,4.780000,0.002083,-0.015228,4.780000,0.018700,-0.015228,4.780000,0.004158,0.010872,4.780000,0.006233,0.008698
4.800000,0.010384,-0.013046,4.800000,0.097649,-0.019569,4.800000,0.006233,-0.002174,4.800000,-0.004158,-0.006523,4.800000,-0.006233,-0.006523,4.800000,0.004150,0.006523,4.800000,0.008316,-0.004349,4.800000,0.014549,0.000000,4.800000,0.012466,-0.002174,4.800000,0.012466,0.002174,4.800000,0.008308,-0.002174,4.800000,0.010384,0.008698,4.800000,0.004150,0.008698,4.800000,0.008308,0.006523,4.800000,-0.008308,0.013046,4.800000,-0.002075,-0.010880,4.800000,0.004158,-0.008698,4.800000,0.006233,-0.030449,4.800000,0.008316,0.002174,4.800000,0.002083,-0.004356
4.820000,0.010384,-0.017395,4.820000,0.068558,-0.019569,4.820000,0.004158,-0.002174,4.820000,-0.002075,-0.010872,4.820000,0.000000,-0.010872,4.820000,0.000000,0.010872,4.820000,0.008316,-0.008698,4.820000,0.018700,-0.002174,4.820000,0.012466,-0.002174,4.820000,0.012466,0.002174,4.820000,0.008308,0.004349,4.820000,0.008308,-0.004349,4.820000,0.010384,0.000000,4.820000,0.006233,-0.002174,4.820000,0.012466,0.008698,4.820000,-0.002075,-0.015228,4.820000,0.000000,-0.015228,4.820000,0.016624,-0.032623,4.820000,0.008316,-0.004349,4.820000,0.002083,0.004349
4.840000,0.016617,-0.015221,4.840000,0.058174,-0.017395,4.840000,0.002083,-0.002174,4.840000,-0.006233,-0.004349,4.840000,-0.002075,-0.002174,4.840000,0.004150,0.017395,4.840000,0.012466,-0.008698,4.840000,0.014549,-0.008698,4.840000,0.014542,-0.002174,4.840000,0.004150,0.002174,4.840000,0.002075,0.002174,4.840000,0.004150,0.006523,4.840000,0.004150,0.008698,4.840000,0.002075,0.002174,4.840000,0.008316,0.019577,4.840000,-0.002075,-0.010880,4.840000,0.002083,-0.015228,4.840000,0.012466,-0.026100,4.840000,0.010391,0.002174,4.840000,0.002083,0.021744
4.860000,0.008308,-0.013046,4.860000,0.056091,-0.019569,4.860000,0.006233,-0.006523,4.860000,0.000000,-0.008698,4.860000,-0.002075,-0.010872,4.860000,0.008308,0.015221,4.860000,0.010391,-0.015221,4.860000,0.020782,-0.002174,4.860000,0.008308,0.002174,4.860000,0.008308,0.000000,4.860000,0.006233,0.002174,4.860000,0.012466,0.004349,4.860000,0.010384,0.002174,4.860000,0.014542,0.000000,4.860000,-0.008308,0.013046,4.860000,-0.002075,-0.010880,4.860000,0.006233,-0.015228,4.860000,0.016624,-0.008698,4.860000,0.004158,0.004349,4.860000,-0.002075,0.017395
4.880000,0.006226,-0.017395,4.880000,0.054016,-0.015221,4.880000,0.006233,-0.010872,4.880000,0.002075,-0.008698,4.880000,0.004158,-0.013046,4.880000,0.006233,0.015221,4.880000,0.006233,-0.010872,4.880000,0.022858,-0.004349,4.880000,0.012466,-0.002174,4.880000,0.008308,-0.002174,4.880000,0.012466,0.008698,4.880000,0.010384,-0.002174,4.880000,0.012466,0.004349,4.880000,0.008308,0.010880,4.880000,-0.014542,0.010872,4.880000,0.002083,-0.013054,4.880000,0.000000,-0.017403,4.880000,0.018700,-0.008698,4.880000,-0.004150,0.015228,4.880000,0.004158,0.017395
4.900000,0.008308,-0.010872,4.900000,0.047783,-0.010872,4.900000,0.004158,-0.010872,4.900000,0.000000,-0.004349,4.900000,0.002075,-0.019569,4.900000,0.008308,0.015221,4.900000,0.002083,-0.010872,4.900000,0.020782,-0.004349,4.900000,0.020775,-0.004349,4.900000,0.008308,-0.002174,4.900000,0.010384,0.004349,4.900000,0.006233,0.000000,4.900000,0.010384,0.006523,4.900000,0.008308,0.006523,4.900000,0.002083,0.004349,4.900000,-0.006233,-0.004349,4.900000,0.012466,-0.010880,4.900000,0.018700,-0.006523,4.900000,0.006233,0.008698,4.900000,0.004158,0.004349
4.920000,0.010384,-0.013046,4.920000,0.051941,-0.019569,4.920000,0.002083,-0.006523,4.920000,0.000000,-0.013046,4.920000,0.004158,-0.008698,4.920000,0.010384,0.010872,4.920000,0.010391,-0.006523,4.920000,0.018700,0.000000,4.920000,0.012466,0.002174,4.920000,0.014542,-0.002174,4.920000,0.006233,0.006523,4.920000,0.006233,0.000000,4.920000,0.004150,0.002174,4.920000,0.010384,0.006523,4.920000,0.010391,0.013046,4.920000,-0.002075,-0.013054,4.920000,0.000000,-0.013054,4.920000,0.014549,-0.002174,4.920000,0.004158,0.008698,4.920000,0.000000,0.006523
4.940000,0.008308,-0.015221,4.940000,0.058174,-0.015221,4.940000,0.002083,-0.008698,4.940000,0.004158,-0.006523,4.940000,-0.002075,-0.004349,4.940000,0.002075,0.010872,4.940000,0.006233,-0.013046,4.940000,0.020782,0.004349,4.940000,0.002075,-0.002174,4.940000,0.014542,0.002174,4.940000,0.010384,-0.002174,4.940000,0.006233,0.002174,4.940000,0.000000,0.004349,4.940000,0.010384,0.004349,4.940000,0.008316,0.006523,4.940000,0.004158,-0.013054,4.940000,0.000000,-0.006523,4.940000,0.014549,-0.004349,4.940000,0.010391,-0.008698,4.940000,0.002083,0.010872
4.960000,0.008308,-0.023926,4.960000,0.064407,-0.010872,4.960000,-0.002075,-0.010872,4.960000,0.002075,-0.008698,4.960000,0.002075,-0.006523,4.960000,0.006233,0.006523,4.960000,0.004158,-0.010872,4.960000,0.018700,-0.002174,4.960000,0.014542,-0.004349,4.960000,0.006233,0.004349,4.960000,0.008308,0.002174,4.960000,0.006233,0.004349,4.960000,0.010384,0.010880,4.960000,0.006233,0.002174,4.960000,0.006233,0.002174,4.960000,0.002083,-0.004349,4.960000,0.002083,-0.010880,4.960000,0.008316,-0.002174,4.960000,0.002083,0.008698,4.960000,0.010391,0.019569
4.980000,0.008308,-0.015221,4.980000,0.058174,-0.019569,4.980000,0.004158,-0.004349,4.980000,-0.002075,-0.002174,4.980000,-0.004158,-0.010872,4.980000,0.002075,0.008698,4.980000,0.006233,-0.015221,4.980000,0.014549,-0.004349,4.980000,0.014542,-0.002174,4.980000,-0.002083,-0.002174,4.980000,0.004150,0.002174,4.980000,0.008308,-0.004349,4.980000,0.006233,0.006523,4.980000,0.010384,0.000000,4.980000,0.008316,0.004349,4.980000,-0.002075,-0.008698,4.980000,0.000000,-0.013054,4.980000,0.014549,-0.013054,4.980000,0.006233,0.015228,4.980000,0.006233,0.019569
5.000000,0.010384,-0.015221,5.000000,0.049858,-0.015221,5.000000,0.002083,-0.015221,5.000000,0.000000,-0.010872,5.000000,0.002075,-0.002174,5.000000,0.002075,0.013046,5.000000,0.008316,-0.015221,5.000000,0.010391,-0.008698,5.000000,0.008308,-0.004349,5.000000,0.004150,0.002174,5.000000,0.006233,0.000000,5.000000,0.002075,0.006523,5.000000,0.008308,0.006523,5.000000,0.012466,0.004349,5.000000,0.010391,-0.008698,5.000000,-0.002075,-0.015228,5.000000,0.000000,-0.017403,5.000000,0.010391,-0.017403,5.000000,0.008316,0.008698,5.000000,0.000000,0.026093
